Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS,LinPHE
0,2.7028920331333253,3.1368737878982227,2.6805744428421625,3.120636021156081
1,6.157799083848799,5.528564939128531,5.1399072439967055,5.512327172386389
2,8.755108861439131,8.599244637592992,7.869396507402193,9.042210646768643
3,11.362224675722528,10.642009923535497,11.197110894157653,10.916519327080941
4,14.093104709017123,13.67704699373891,14.555215316263649,13.696800829269268
5,16.84752023732196,16.34072413065725,18.44873361291247,16.36047796618761
6,19.671972360717387,19.949429210077874,21.834972125569006,19.969183045608233
7,22.556518758894814,22.359246370030895,23.856304609554492,22.257832591042565
8,25.716346754613564,25.17254518155814,26.866799669524294,25.071131402569808
9,27.735395726879645,27.936111683301995,30.49701754468422,27.648462768980227
10,30.074760466679177,31.09822550339163,32.864999767711595,30.810576589069864
11,31.58696112560194,32.94997942371671,35.95840725139492,32.66233050939494
12,33.338123690754834,35.688853859033856,38.64585695720463,35.33598916816406
13,35.53264018381983,38.86791748866711,41.93395459443544,38.51505279779732
14,37.068817355399595,41.97640515148704,44.32213333227747,41.62354046061725
15,38.758744014604375,45.50089273664924,46.7357223654661,44.82789525554198
16,41.639016808057264,48.11688009431421,49.29752984455399,47.98526593592966
17,42.89807301580397,51.44447115481769,52.072082390930724,51.31285699643314
18,44.98955399584021,54.6256295002773,54.40051784320957,54.26379052375576
19,46.01250007961493,57.63541600416993,57.44910228538789,57.50428133159388
20,47.919037718140714,60.65800525771075,60.3709454569615,60.54692485165332
21,48.806457833935724,63.54988156761657,62.89684548607501,63.37678856270952
22,50.72022442134788,67.45074514943461,65.36270116731636,67.32019705617512
23,52.28228469579727,70.80608658109782,67.48246306346226,70.46976710869698
24,54.210070997104225,73.19125248155123,68.57741053943201,73.23462033500007
25,55.670227714318784,73.95412572438276,70.0455344864293,73.94909552213203
26,57.09939516618522,74.6990147034627,72.26911786903023,74.98421593152774
27,59.226930993192475,76.24923762900305,73.67305431480592,76.52080487707906
28,59.846600162035614,77.29664990136469,74.82878314534105,77.8446279117106
29,61.868687616827614,79.25282038443747,75.71229087058627,79.29116087038602
30,62.91322845758504,81.20259900293453,76.06271425991962,80.7880209443063
31,64.02946730475651,83.34512579712417,76.4194318766594,81.75763817758266
32,66.48664447728584,85.4438584748369,77.09085741409076,83.35401245784719
33,67.52913258028957,87.27475036685317,78.01804732447694,84.90034071467488
34,69.60788636524356,89.63576139495142,78.91877558846011,85.81964883319404
35,70.80914672496988,92.5755939560084,79.50274293247706,87.31217420733846
36,71.85259129655546,95.4304412496725,80.10319475830173,89.08375316597102
37,73.11005540563464,97.76600290398359,80.33610732002309,91.02074986998582
38,74.80807629976623,100.4315161250898,80.57149952150317,92.39950006379159
39,76.69396133240049,103.07057191739652,81.19303250519565,94.68413549215583
40,78.35268814113923,105.88371117840462,81.50455718184628,96.14915489531384
41,79.70093728414957,108.38521004346434,81.82840341487031,98.1897793350657
42,81.00896163075957,111.06554347005621,82.00889728568902,99.33712920637552
43,82.22586041412862,113.94431482092403,82.51767664958486,100.5638038254782
44,83.34780650924063,116.36256583658582,83.46755643582145,102.72735254773826
45,84.80520158145691,118.92370182503528,83.63685086807727,104.59239394785038
46,85.94985133749931,121.52890628502954,84.00635401163446,106.54758325789575
47,87.22884959173702,124.63473468266035,84.44156384884161,108.41165149023973
48,89.28236063226554,127.10507915981381,84.8550181097036,110.2704406355397
49,90.09995569928718,129.9191211013532,85.13781872979403,111.5340976937295
50,90.86093811871328,133.13686708445329,85.3159770684317,113.33641804685283
51,92.0045471373399,136.19635869432383,85.62685666669559,114.2921891863691
52,93.49972511068992,139.1495624954756,85.89025687348244,116.28381277974972
53,95.01576701695073,140.38840916704268,86.07763251775398,117.88903743813223
54,96.76440603927902,143.3137166090331,86.22738227470114,119.15360327005946
55,98.52972937135345,145.6279902352183,86.99007533818202,120.27326817017168
56,100.84330118315238,148.0183303717104,87.1690037125272,121.79057992329545
57,102.40349132907018,150.31640418538657,87.42983592848947,123.23085721514406
58,103.78137452974379,152.6294855083932,87.48770030982735,124.43396611502885
59,104.67575148117028,154.63330958728855,87.61323546649766,125.87928305081897
60,105.89733254823727,156.55760470553415,87.95436881518296,127.64911266498478
61,107.88826064302438,159.24473435716018,88.21601983152887,129.46074712739286
62,109.67698530850058,161.18659963878218,88.4663535994781,130.60646036673728
63,111.19836035465674,162.87003962726993,89.0991384696165,132.69494666087533
64,112.55255752318077,163.73608261149812,89.21794287470524,134.06710937378688
65,114.20502305981564,165.56326647019262,89.61093960508276,135.56676561261267
66,115.55886660468404,167.79383026966386,89.73630718711077,138.38887263454302
67,116.39587453479152,170.3461049184359,89.83713641544395,140.43142950013805
68,118.47651123276744,171.8158886463067,90.17423623939104,141.89625887660495
69,119.33813739872205,173.56138182202162,90.34019998183307,143.9620181123728
70,120.73219063362535,174.88403308618848,90.70453407129312,145.39608954733788
71,122.46182817902519,177.14335671628663,90.74003704841878,146.8058482759562
72,123.89834544325308,178.72246048485056,90.85932614579063,148.58477938682
73,125.42294087591786,180.60723675020037,91.19902229760314,150.5498511787641
74,126.9581452952445,182.883980140096,91.20234228003831,152.09169787320926
75,127.75089289843334,185.82779483649188,91.44578679875907,153.8888712288911
76,129.19954572789152,187.6139345829257,91.50155461814497,155.62192217078504
77,130.2743063062557,189.99004709855876,91.912865721889,157.54127640025672
78,131.2763210773763,192.04983412287044,91.912865721889,159.26421194700512
79,131.98840838970938,193.82699940328146,92.18488913055477,161.26159942094685
80,133.19054328782184,196.4775248305726,92.4856343493406,163.17636677358718
81,134.3416878173648,198.49576326197428,92.4856343493406,165.24760708292663
82,136.0374887549303,200.78864901132633,92.77256858050411,167.41110377167962
83,136.85589578084563,202.10112542713549,93.25474421937557,169.12843307231913
84,137.59497947193603,204.23953312882554,93.35377962933504,170.37667973245127
85,138.87089723723724,205.707689839917,93.44883249956409,171.82336762183
86,139.88070788776122,207.21788135619377,93.55833246032786,173.91684897184933
87,141.14975897516624,208.65177353713165,94.15540130279301,175.27190579851978
88,142.4861595596027,211.3165171891402,94.56323190264374,176.86013874955242
89,143.4720517893851,213.00455746859438,94.61811451510293,177.671663517818
90,144.31104284531403,214.60519122804803,94.77353566595927,179.25510195132694
91,145.83821958816503,216.60774876775656,94.90452690667978,180.72306240819057
92,147.19416478893666,218.63182878148615,95.33429201952671,182.0780222860088
93,148.40946947018867,220.1430667730626,95.47699795691169,183.6679867572429
94,149.67369820202103,222.86115322598934,95.53775914174298,185.59428252509917
95,150.3309462647527,225.3283780537509,95.61261288567212,187.23656627882247
96,151.51388942269594,227.51985927676785,95.83812714219663,189.13150991711066
97,152.25578361771707,229.80201748458882,95.8869067777436,190.48770705956485
98,153.73507472337454,231.34009064415534,96.1378064912584,192.6994818202061
99,154.35071802168508,233.04894237086737,96.18990610924055,194.48187133816754
100,154.9945317065265,234.65725635647473,96.66533430483767,196.18763770379041
101,156.59385173784597,236.1229080566203,96.67070629553137,198.9731962172399
102,158.15010915340332,237.6362413478799,96.70327194558347,201.22955295075764
103,159.21796131993668,240.35715877415723,96.70659192801864,203.1446678039624
104,159.61565186230757,242.3056699784422,96.70991191045381,204.9539682737444
105,160.50135166060508,243.54892507495123,97.08213399601333,206.7621292969553
106,162.08723520653496,245.3958615199045,97.0854539784485,208.90230308362212
107,163.09896006582932,246.7225459724202,97.30005830658513,210.5103710361644
108,163.78193108419512,248.55111574633432,97.44440770458104,211.52540701008834
109,164.9941057867612,250.74593946495006,97.45517614296025,212.6752260693112
110,165.94560535577065,253.36920704413365,97.60719753128554,214.30613441883386
111,166.37241203030055,255.0983563439525,97.84566372863924,216.16241485258422
112,166.86566826076904,257.7211064902152,97.8811667057649,218.32099299953643
113,168.26033327771285,259.11175543100785,98.06839531377317,219.71982361173409
114,169.09210885161318,260.7876373924323,98.38653203526493,221.1915019746027
115,169.55124358302132,262.84686591330075,98.59659298304645,222.42520226394893
116,170.88309188872893,264.5953120604511,98.71083415574748,224.00982588456569
117,172.29683223436865,266.07352294916404,98.79595322319139,226.89849467238616
118,173.34348592857606,267.807883610933,98.8013252138851,228.8530794913395
119,175.01682982896094,269.13532358116385,99.26241440373674,230.86120427166938
120,175.76474769329073,271.49968506346335,99.56642361823158,232.27407732309604
121,176.75831605020778,273.4617651638976,100.04149026901213,233.89387334391893
122,177.9577940196551,274.914627012667,100.08783524093897,235.7257679180551
123,178.96217766662267,276.0134721010846,100.49429649037796,237.878415792868
