Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9892839288890375,0.9893964205658582,0.9825724551262551,0.9927530913506469
1,0.9806674380950738,0.9711311270352564,0.9657513556619547,0.9672421504670397
2,0.9715667267037243,0.9669975817228303,0.9459540941946974,0.9590535864336605
3,0.9568286179881405,0.9303277727239653,0.930138606828109,0.9236412812828941
4,0.9540882694306425,0.9254890302349335,0.9114003560585836,0.9049681089227443
5,0.9424655201690177,0.9115698012864317,0.90549895891726,0.8899464467676408
6,0.9305750736233357,0.8718884673960071,0.8930882009413527,0.8469634082667106
7,0.9280095942434577,0.8577241824644846,0.857139133921617,0.8229804991541625
8,0.9218646386266238,0.8438023296559323,0.8445443038548776,0.8109093626609779
9,0.9219988002510208,0.8522597863280851,0.838618954246764,0.8194029160407641
10,0.9253715491882449,0.8395562151627907,0.8287812261467306,0.8102118808632028
11,0.9029167271700782,0.8012680439536719,0.796530975954618,0.7693551071254838
12,0.9013236246448677,0.8049602964795926,0.7944092476464232,0.76920665289049
13,0.8969517201035713,0.796066505613194,0.7831690587685127,0.7661582638527801
14,0.8887135342253959,0.7891482881419721,0.7703189252695952,0.7595657329196243
15,0.889121518990418,0.7805247643654302,0.74661066832305,0.7267596113556172
16,0.8918813005291218,0.7554211990303676,0.733594844600943,0.7116031318891386
17,0.8850847224362987,0.7380981117592874,0.7256594169990018,0.6952829952373012
18,0.8828800440871953,0.7398385211029913,0.7081451196634632,0.7045984703636492
19,0.8781489506783219,0.7030696559461272,0.6845575783877286,0.6949333513383176
20,0.8699559353689251,0.6918088157609067,0.6758178710389552,0.6883026516862729
21,0.8700394847098949,0.668811613682049,0.6495575773371143,0.6626635619197603
22,0.86796824738514,0.6401660389248175,0.6430225405672737,0.6495043483572717
23,0.8678091757151731,0.6309234627643784,0.6307747779840273,0.635571351459544
24,0.8599913622700932,0.6336423798042987,0.5891530292521919,0.6347888296144837
25,0.8573887041101761,0.6304472533436983,0.5830621455271333,0.6278006786681853
26,0.8597643048806678,0.6227908918399067,0.5791415545414602,0.6223589895007713
27,0.8584279247613452,0.6183674206266145,0.57657241749264,0.614247716316505
28,0.8580083686839867,0.6159904276496435,0.5718381528470765,0.6116755670589025
29,0.8464925412779192,0.6106597770687494,0.5754697333815628,0.6084486608919171
30,0.8460479138761974,0.6032336367097237,0.5752050922137274,0.5964748686624501
31,0.8445523684459066,0.6006988927601284,0.5744118075096646,0.5963928457699842
32,0.8427744670293242,0.5986514019903391,0.5753176304940067,0.5910902580429583
33,0.8249166681159945,0.5887092866208331,0.5710069672338395,0.585130600287153
34,0.8190002626109105,0.5899249692549491,0.5775339872459778,0.5824860333692893
35,0.8186053521662495,0.5716356500344849,0.5712093480748386,0.5741621646918469
36,0.8159995885976038,0.5630839426144804,0.5693060994658761,0.5723229746652073
37,0.8112895157769101,0.5550408525197188,0.564612762253808,0.5680370229172207
38,0.799197132728091,0.5499030884213161,0.5641693724383049,0.5655402035773813
39,0.7944271707829376,0.5395529408708526,0.5664875704016563,0.5637651670337378
40,0.7920154476078446,0.5354647439681925,0.565582704888562,0.5612361796006294
41,0.7898000721728696,0.5309312734200976,0.5646481369894202,0.5587172729331101
42,0.788579243930614,0.5276354637397773,0.5640691508842613,0.5546835057834927
43,0.7785150318020253,0.5235885826267815,0.5616630045441364,0.5518553208018104
44,0.7782694005893543,0.5176147851919295,0.5642624939651032,0.5479961884711165
45,0.7752409596693417,0.5104848752354194,0.5639473312311039,0.5401739845780533
46,0.7741934159018193,0.5075214554825757,0.5645851382374277,0.5408308265827172
47,0.7697990381415212,0.5045316311035606,0.5637855323326121,0.5390880727281665
48,0.7637178904446149,0.49645990789447414,0.5626481368537921,0.5341047657666749
49,0.764317720553631,0.4953229480459112,0.5641622550645228,0.5350598612671624
50,0.7636761033361866,0.4930647487903134,0.5643418565456668,0.5340834782604524
51,0.7628942079903717,0.48619235911392983,0.562549705645234,0.5308577223960504
52,0.7578767027563302,0.48069374432564016,0.5633655729484103,0.5258621303447919
53,0.7582434607120145,0.4755849391224178,0.5627826231260887,0.5258220053206577
54,0.7596181730941955,0.4741177727470761,0.56266195648411,0.5230833559476208
55,0.7602462134431626,0.4670325901739417,0.5621502257151438,0.5211752998858176
56,0.7553923828696447,0.46228381844468114,0.5614143665917682,0.519182824019181
57,0.7548652435105521,0.4639055337244374,0.5607788296637375,0.5183881979647023
58,0.7561870835141796,0.45531281981944904,0.5606138871124461,0.5166946333453605
59,0.755761005280698,0.44574972534841395,0.5604761700931468,0.5147812480946785
60,0.7358580895001291,0.4448100773031631,0.5595609393725688,0.505113096163851
61,0.7348571285428247,0.4402298058684305,0.5590109816712794,0.5024201022776671
62,0.7328689631803507,0.4394216110451593,0.5589239885947195,0.49991041772964506
63,0.7326031852994547,0.43896196841457247,0.5578457946816499,0.4997357307130018
64,0.7323168396404961,0.4311018118419286,0.5572959856572448,0.49558306093237736
65,0.7279740523493711,0.4270543921562558,0.5565863703805587,0.49248308448730943
66,0.7283601978577534,0.41808580411253465,0.5552411050640076,0.4903509126482146
67,0.7279036292598713,0.412470391810764,0.5554934588723824,0.4915677990754756
68,0.7299986150044464,0.41117036860951145,0.5555079918754662,0.4921684128388664
69,0.728774240733306,0.407903788144267,0.5538182146176464,0.48656208948476404
70,0.7267415299574399,0.40637609917400425,0.5546554195632816,0.48433607499146597
71,0.7277262841210186,0.4034624698058663,0.5544605336049114,0.4781363073997058
72,0.7278815387212392,0.4018200166941793,0.5546127996749938,0.47807373162025113
73,0.7334365783692922,0.4024043380917838,0.5520455833910441,0.47996944360591354
74,0.7288381945009262,0.4033927176521669,0.5519457582563267,0.481492768225351
75,0.7287005559377121,0.40297065288657474,0.548752638959723,0.47793220549304205
76,0.7247179364166623,0.4043483838106141,0.5485812402831038,0.47348617181584285
77,0.7206515066993193,0.40202492308908483,0.5463773521738112,0.46469432456155146
78,0.7275631184322687,0.40235869105591326,0.5467955478576471,0.46680965471496993
79,0.7259987769918689,0.39879459329704103,0.5485506563087148,0.46323789957466815
80,0.7257916907058932,0.39417578473558845,0.545911136664559,0.46727687059707784
81,0.7259152469807308,0.38993992194751625,0.5460521247672044,0.46806650437402925
82,0.7281285653398156,0.39195470467377325,0.5475242824485043,0.46878214285021463
83,0.7189239177467458,0.3917679772519498,0.5450147517821382,0.4673060560599894
84,0.7218105973061538,0.39177886949823815,0.5448518660346254,0.46754693260687485
85,0.7202941319841621,0.39070461110824706,0.5445918616842562,0.46617121131879635
86,0.7186428630597785,0.38816890437973156,0.5439579553180446,0.4642101483448612
87,0.7169017560302129,0.38672371661743077,0.539323398423279,0.46334229125220994
88,0.710837058657962,0.38365562901645667,0.5397157694275287,0.46198608936458785
89,0.7176903572115048,0.3846030826009332,0.5394272102336425,0.46236524798061085
90,0.7177635657760992,0.3800746278649029,0.5397306661616725,0.4617295178591642
91,0.7176577472559647,0.37870073108242047,0.5392905913645747,0.46220781860480437
92,0.7074554866177843,0.37687988881559986,0.537941859337832,0.46197580675013333
93,0.7094824920573393,0.37586909676979474,0.5380451302297777,0.467448082148522
94,0.7100710591920822,0.3736887741311058,0.5382424562398618,0.4670495564092074
95,0.7082598834251489,0.37305742313169893,0.5379964312500994,0.4669742836301009
96,0.6926799028036068,0.36775646746804946,0.5380479045731937,0.46369519746162735
97,0.6931948277420619,0.3674673175362252,0.5354628174628593,0.46098483743110147
98,0.692530683321894,0.36733892209933555,0.5358117818545997,0.4607457927565443
99,0.6923049355107123,0.36661336674950007,0.5361600849155808,0.46206198583838287
100,0.6921657115272326,0.366578191874121,0.5255877062089269,0.46142157678166873
101,0.6869942163344195,0.3654844035077741,0.5255899536976595,0.46251371700589583
102,0.6854115794857387,0.3667279764213976,0.5257754423175541,0.46304994172370895
103,0.684419636429548,0.3789632848828912,0.5255915856122668,0.45693957033095234
104,0.6836154318167028,0.37659176640752406,0.5252928616580759,0.45524965529381645
105,0.6747919348959148,0.37783959415453716,0.5254054336397982,0.4544201503977684
106,0.6729852272846895,0.3772466861257357,0.5255241920540628,0.45445232234104777
107,0.672508871840088,0.37618369128992823,0.5258004652826197,0.4527716745532947
108,0.6699734001950206,0.37621643229255886,0.5256950666055544,0.45044025931412773
109,0.6638701331072577,0.37611544815442866,0.5253844179082046,0.4493848020109613
110,0.6631224176574119,0.3744288279730581,0.5248103258921042,0.4511839782285407
111,0.6598992317227913,0.37138035509857253,0.5227099028326718,0.44580735453971865
112,0.6598663865578642,0.3716388545409353,0.5229028755589585,0.4434282354447193
113,0.661789247216656,0.37039720393355535,0.5229028945017797,0.44109691003278
114,0.6604469420510458,0.36681096614626496,0.5224276271914153,0.4397884857336648
115,0.6602444959805109,0.36583102630721726,0.5222741278110256,0.43977359137769384
116,0.6593571390664762,0.36472440811994866,0.5231866050978746,0.4403859735093866
117,0.6630157047866795,0.3629281782096214,0.5231251404098691,0.44261713807109054
118,0.6601310614585747,0.36236281330302383,0.5230042043449321,0.4416948932670663
119,0.6574808816836215,0.3624743369214037,0.5198947183331499,0.44059159659791874
120,0.653341989584699,0.36234641267280504,0.5196511005673548,0.438222871280144
121,0.6527574966811738,0.3577400421563293,0.520005649998174,0.4382637643450454
122,0.6529511201895316,0.3567677628598142,0.5200309400229827,0.43746444691624387
123,0.651514573307076,0.3500495900904176,0.5188816324008211,0.43649912037406435
124,0.6514734916368813,0.34762614977996714,0.5191193013218652,0.43568944491474315
125,0.6523018654821932,0.34611073640468815,0.5187852009967802,0.4330534620741157
126,0.649310533595979,0.3455110859891138,0.5186977519389758,0.4326646595900939
127,0.6503690963409279,0.3459232541634848,0.5169267808758204,0.43107169003862067
128,0.6471494873590277,0.3430051803301421,0.5169164691567969,0.4309087265641023
129,0.647055610665655,0.3428800013779465,0.5162885114341776,0.43055158463366966
130,0.6487360710963348,0.34271284738994295,0.5157760114669233,0.4300541942809291
131,0.6487895999160086,0.34375370743960076,0.5158842657342007,0.4298618337019934
132,0.6387108285269243,0.34294470108581787,0.5158543200616054,0.4301777747791394
133,0.63840134662863,0.34280666956337297,0.5148753817758208,0.42895520221214933
134,0.6369661978477723,0.34217234872938,0.514678396466476,0.4275835371098512
135,0.6309341445324573,0.3428795474130727,0.5146315555721512,0.42763806545918276
136,0.6332432477081411,0.3439892469939252,0.5149049536448814,0.42847960769354126
137,0.6274858495478777,0.34397049360373433,0.5148380785696139,0.42717164244341727
138,0.6262238819805573,0.3445467133401621,0.5148018752277903,0.4272801861388376
139,0.6255497001964531,0.34423087956225407,0.5148945420393194,0.4275035500269829
140,0.6241698336797163,0.34260952439164605,0.5147890158574808,0.4267265972017641
141,0.622567247999557,0.34262506280346167,0.5149441272329676,0.4277455805321046
142,0.6225175054936329,0.3419947306119232,0.5149514889888853,0.42806103945232393
143,0.6185885697709931,0.3391709045512588,0.5151873669819167,0.4279262898422213
144,0.6178677143356299,0.3387993124761374,0.5151509654680914,0.42851074300200176
145,0.5859727551632031,0.3386460054549992,0.5149694726016147,0.4284689299104384
146,0.5857315746894791,0.33695931755417374,0.5149636430594553,0.4287582811135082
147,0.585858223885902,0.33443157560765047,0.5152499252952616,0.42832825597640306
148,0.5858850231820948,0.3312737863544956,0.515309218564669,0.42725888502015474
149,0.5851088564357045,0.33016481110334284,0.5147796119860816,0.42415816292599773
150,0.5847447605716305,0.32994235248641635,0.5147337236189505,0.4211247132070909
151,0.582871464993526,0.3288978181514957,0.514738871496208,0.42148696966547206
152,0.5797263837453666,0.32883680104244595,0.5147076660757113,0.4204054184179564
153,0.5802803436612043,0.3271891398926849,0.5148807822239048,0.4191130303416292
154,0.580025634130272,0.3276129336628829,0.514925223409451,0.4189294642258156
155,0.5791758625765839,0.32628588691964866,0.5122098789202667,0.4192552535378318
156,0.5765866567343848,0.3227418035289083,0.5115113830642162,0.42059309482313073
157,0.5754241344002803,0.324970895024242,0.511609922023478,0.42115100854685206
158,0.5744778661157528,0.32310338172783504,0.5119240964838536,0.4207853207006382
159,0.5732890136038387,0.32197638759175284,0.5121647308385476,0.4208760103930887
160,0.5718623429843992,0.3210402522231444,0.5113344047069119,0.41961646707078576
161,0.5724145731207309,0.3210067599411872,0.5114959433287987,0.41884347891680374
162,0.5726398406417859,0.32575603591742924,0.5090558403110953,0.42036228834573075
163,0.5720779167420981,0.3261184999686626,0.5090996652922746,0.421593330273759
164,0.5720530384618908,0.3298129566593999,0.5091346604864827,0.42050985981780115
165,0.5722605358303181,0.3269915607099186,0.5091884767903311,0.41948244435087634
166,0.5708175304915719,0.3261311869815935,0.5092119095877529,0.41287386957674155
167,0.5743893401454541,0.327635575454885,0.5093187784102435,0.41322086763657095
168,0.5740786690900828,0.3281712344787246,0.5091646202222214,0.4096978272224375
169,0.5743979000328585,0.32764647724589435,0.5091138774455711,0.40817800696383494
170,0.5749500663072119,0.3281418278493856,0.5087267831195021,0.4072073020821173
171,0.5747946964737386,0.3114757549798653,0.5087174307236164,0.4113171920044003
172,0.5750709597683504,0.31103380017153875,0.5087270073313621,0.41101278438085254
173,0.575097487531964,0.3099117981988447,0.5085709082605726,0.40885196166103055
174,0.5750705160669057,0.3096250566557045,0.5084801821458418,0.40869070650926076
175,0.5750927851070446,0.30947349847549643,0.508410067513187,0.40836085182539367
176,0.5751155527024794,0.3070119664914045,0.5084238697217045,0.4046178782078423
177,0.5725531399345521,0.3057796896290147,0.5058664558787079,0.4033365764832334
178,0.5714731137468132,0.30436908579453603,0.5059866249077511,0.4035615752083568
179,0.5714590110142038,0.3034323059376992,0.506077916119444,0.4011430683177138
180,0.5708655798445774,0.2996111107459189,0.5060562920213679,0.399930386620142
181,0.5701797203172366,0.29664716203790364,0.5060333128832745,0.3976790767422479
182,0.5699257941136164,0.2962460717563215,0.5061685642639355,0.39516546104003025
183,0.5701948556815618,0.29809196474082966,0.5062639347007614,0.3961232751127709
184,0.5701829548660555,0.2990413974084488,0.5061994167446773,0.3949725999822524
185,0.5698031502630512,0.300251108502516,0.5061207001314825,0.3936067408557771
186,0.5700918682950709,0.3011120627369038,0.5063028788423527,0.3937394612839561
187,0.5702199319565604,0.30013009000082874,0.5064814432128972,0.39249422583626564
188,0.5705275898452543,0.30307819396331526,0.5064221280571781,0.3859292677618001
189,0.5705518352897748,0.3027463772680237,0.5064801686584289,0.38470714293212804
190,0.5648461245318955,0.302943475543345,0.5065739857363762,0.3836297216559224
191,0.5650002389219313,0.30715395916673616,0.5066350159791598,0.3816978464066045
192,0.5658270523441172,0.30697119749460333,0.5078328995279937,0.3812017295231356
193,0.5668824067915087,0.3061896421348774,0.5078658255174393,0.38361093990080175
194,0.5653819518563884,0.30642582314622174,0.5077566640464617,0.38335303237824075
195,0.5573867054891743,0.30619947395094627,0.5077359186374983,0.38292014214255343
196,0.5580327312738205,0.3049667989836948,0.5076910203953328,0.3836124829789884
197,0.5579463682376946,0.3069077865250058,0.5077400460354304,0.38317836161335467
198,0.5577800821911711,0.3057778720247081,0.5074253244824936,0.3834430205538288
199,0.5577638290837079,0.3055161829609955,0.5074600229768842,0.38288114988878935
200,0.5576632258257381,0.3054054791162829,0.5074575765142768,0.38340046961315355
201,0.5575760655532912,0.30523581722028664,0.5071890854560265,0.382685618800544
202,0.5565407470700708,0.3057073256930313,0.5070022721982782,0.38297093294957285
203,0.5565330670440402,0.3048499909254902,0.5069577498035706,0.38291552317354505
204,0.5563416356288589,0.3055823149453316,0.5068769679382148,0.381870583973135
205,0.556325052898516,0.30478515113925464,0.5067938044677704,0.3823324418215884
206,0.5548013117797101,0.30466678598754443,0.5069046806948713,0.3818018252717745
207,0.5552332552297462,0.30571006049861676,0.5069941198397704,0.38030206774099795
208,0.5539377952833086,0.3065339995296587,0.5067800679108894,0.38005111008454096
209,0.553729091066953,0.30593571478399556,0.5061492866394129,0.38035619304819024
210,0.5533025550322012,0.3047189789662197,0.5061349059919122,0.3801512674674784
211,0.5537109029149204,0.30388210445507136,0.5060955022315718,0.3795774665587854
212,0.5509939833547813,0.29969091017563526,0.5059535384931148,0.3773530437804256
213,0.5499820192952101,0.2982334901070308,0.505974912144381,0.3772515259005957
214,0.5494765652239385,0.29803430098143097,0.5060063786710958,0.37694422724957144
215,0.5459074831806701,0.2979775488879011,0.5036702949934398,0.3766480060040526
216,0.5519748230473993,0.29793737264877207,0.5034935122520339,0.37688071348853724
217,0.552292187334164,0.2975568174062325,0.5033365910339607,0.37737121840938864
218,0.551038225819634,0.2963348348508276,0.503304864820978,0.3767529503932622
219,0.5555040410195662,0.29661201183367725,0.503437459067918,0.3797382125959916
220,0.5550861104159124,0.29673048035257577,0.503520343653311,0.3799714282160271
221,0.5578745300871968,0.2964979985464008,0.5038695869277511,0.3802299531260169
222,0.552564576126682,0.2945548972490982,0.5041451183887595,0.3887310204441069
223,0.553527854506022,0.2950909426296303,0.5023732620193048,0.3939538192038475
224,0.5532359022547572,0.29508458045258756,0.5023084501680773,0.39388816428225615
225,0.5512103977723054,0.29991166184099577,0.5023730140171272,0.39382039087651677
226,0.5509997011231583,0.30060902020903685,0.5024182414573245,0.39378594645058707
227,0.5506734979218939,0.30073923971381633,0.502411963562244,0.39295157892170607
228,0.5510740500453953,0.3005419400948031,0.5023916520914132,0.3926579214136082
229,0.5510307927060104,0.29962069220752174,0.502427281230581,0.3925278249506724
