Time(Iteration),EpsilonGreedyMultiArmedBandit,UCB,TS,PHE
1061,747.4473518234962,164.70683727541496,164.24927889811735,143.434456809228
1062,747.8714765949763,164.70683727541496,164.257595449764,143.45662908380675
1063,747.8714765949763,164.70683727541496,164.257595449764,143.47962542980335
1064,747.8791760796062,164.70683727541496,164.34052947581011,143.52774744128504
1065,748.0425221102877,164.70683727541496,164.34114654282692,143.59634989989937
1066,748.7385273789661,164.70683727541496,164.34350970819068,143.73953217690897
1067,749.9989525227195,164.70683727541496,164.34412677520749,143.788189470905
1068,750.4592348194083,164.70683727541496,164.43532800125186,143.84497231202403
1069,751.0435193981849,164.70683727541496,164.43594506826867,143.89362960602006
1070,751.5124728770306,164.7167357623591,164.44492152828374,143.90178199461724
1071,751.5319267360907,164.7167357623591,164.44492152828374,143.92477834061384
1072,751.5325438031075,164.7167357623591,164.46771086987928,143.94777468661044
1073,751.5325438031075,164.7167357623591,164.49800084719337,143.9509619233921
1074,752.2158098513794,164.7167357623591,164.49800084719337,143.9745753364055
1075,752.8201534395578,164.73030014243554,164.49861791421017,144.0109290580775
1076,752.8479238502645,164.73030014243554,164.50693446585683,144.03371839967303
1077,752.8485409172813,164.82543541180155,164.87927173131996,144.29718136784683
1078,752.9421723942428,164.82543541180155,164.87927173131996,144.32109974077252
1079,753.4080961811519,164.82543541180155,164.87927173131996,144.34327201535126
1080,753.4087132481687,164.82543541180155,164.9026512984581,144.3660613569468
1081,753.4093303151856,164.83999853150033,164.91721441815687,144.404237889659
1082,753.868240969154,164.84174462984728,164.91979407337274,144.47305683812542
1083,754.521126151243,164.84174462984728,164.91979407337274,144.54831739014566
1084,754.805142961189,164.84174462984728,164.9221572387365,144.57285283008815
1085,755.2646706821743,164.85226018380823,164.9309266943505,144.58162228570214
1086,755.5111614297383,164.85226018380823,164.9309266943505,144.60461863169874
1087,756.00633403389,164.85226018380823,164.9309266943505,144.62740797329428
1088,756.0069511009068,164.854623349172,164.9315437613673,144.6510213863077
1089,756.0075681679236,164.86513890313293,164.9676229619148,144.65979084192168
1090,756.0158847195703,164.87565445709387,164.98409190215864,144.66876730193675
1091,756.4108466631185,164.87801762245763,164.98470896917544,144.69238071495016
1092,756.7799960767333,164.8797637208046,164.98470896917544,144.71629908787585
1093,757.2269290550965,164.8797637208046,164.98532603619225,144.774525894322
1094,757.2275461221134,164.8797637208046,164.98594310320905,144.79813930733542
1095,757.3481816433203,164.8797637208046,164.98594310320905,144.82113565333202
1096,758.7177661481952,164.88212688616835,164.98656017022586,144.84474906634543
1097,759.2100011747902,164.8838729845153,165.03748332817278,144.869491510689
1098,759.2108347316591,164.88561908286226,165.0383168850417,144.89506751190146
1099,759.211451798676,164.91760207825766,165.09648059404046,144.9483007549465
1100,759.8157953868543,164.91760207825766,165.11947694003706,144.9719141679599
1101,759.818992109087,164.91996524362142,165.16682915100174,145.0430962817901
1102,760.0677673582858,164.92941082659823,165.1758056110168,145.05381884015213
1103,760.0701305236496,164.931773991962,165.19273189607935,145.0791783515125
1104,760.5263814191161,164.93413715732575,165.19334896309616,145.10453786287286
1105,760.6452760904555,164.94419980731936,165.19334896309616,145.12815127588627
1106,761.2943540247012,164.94419980731936,165.19396603011296,145.30922060570262
1107,761.636693792539,164.94419980731936,165.19396603011296,145.33221695169922
1108,761.6719957471023,164.94656297268313,165.19632919547672,145.38969118084123
1109,762.4524205060894,164.9489261380469,165.19632919547672,145.44716540998323
1110,762.4547836714532,164.95128930341065,165.19632919547672,145.4725249213436
1111,762.4565297698002,164.9530354017576,165.4004089527444,145.4955212673402
1112,762.458892935164,164.95539856712136,165.40102601976122,145.51831060893574
1113,763.1778669643227,164.95776173248512,165.40102601976122,145.54284604887823
1114,763.656438449213,165.09441390263055,165.40164308677802,145.59782539027023
1115,763.6570555162299,165.09441390263055,165.43018696574515,145.62143880328364
1116,763.6594186815937,165.0967770679943,165.4325501311089,145.64443514928024
1117,764.1995746179857,165.0967770679943,165.4325501311089,145.66660742385898
1118,764.6354537638961,165.09914023335807,165.43316719812572,145.715264717855
1119,764.8183059904441,165.10150339872183,165.43378426514252,145.73805405945055
1120,765.724921724135,165.10150339872183,165.5313058925386,145.76105040544715
1121,766.9793980969146,165.1038665640856,165.5319229595554,145.78466381846056
1122,768.3243236603462,165.1038665640856,165.5319229595554,145.8369280244842
1123,769.0600564827369,165.10561266243255,165.5319229595554,145.85910029906293
1124,770.1041713260624,165.10561266243255,165.57752907217312,145.94194170175086
1125,770.1142339760561,165.11567531242616,165.58584562381978,145.98749354346774
1126,770.5615346742175,165.11803847778992,165.58584562381978,146.01202898341023
1127,771.2615509082999,165.11978457613688,165.58584562381978,146.03594735633592
1128,771.2716135582936,165.1298472261305,165.58820878918354,146.05811963091466
1129,771.2825097651561,165.34643587785132,165.61944785352725,146.0840318614433
1130,771.7421228006021,165.34879904321508,165.62006492054405,146.08639502680705
1131,771.877763555129,165.35116220857884,165.62068198756086,146.1091843684026
1132,772.370822184379,165.3535253739426,165.62965844757593,146.11795382401658
1133,772.7565147732461,165.35588853930636,165.6328551698086,146.20095421957626
1134,772.930113332431,165.35825170467012,165.88491271019097,146.22632321638767
1135,773.0563085039811,165.36061487003388,165.88552977720778,146.29584770193108
1136,773.0563085039811,165.54725922812565,165.9134565891581,146.31976607485677
1137,773.0586716693449,165.54962239348941,165.92479621453694,146.32874253487185
1138,773.107545453193,165.54962239348941,165.92562977140585,146.35257243773736
1139,773.6550095390681,165.58718483608092,165.97134460259454,146.39828726892605
1140,773.7813298692813,165.59724748607454,166.01695071521226,146.48882815624384
1141,773.7836930346451,165.5996106514383,166.01931388057602,146.51244156925725
1142,774.1586634553939,165.60197381680206,166.06430292617694,146.5802199564537
1143,774.5143762879793,165.60433698216582,166.08791633919034,146.60557946781407
1144,774.5161223863263,165.94402905776818,166.0896624375373,146.76325687630063
1145,774.6920716774074,165.96571763995607,166.09202560290106,146.788616387661
1146,775.1067334402015,165.96571763995607,166.09202560290106,146.8116127336576
1147,775.6342346955731,166.0889934483507,166.12231558021514,146.83697224501796
1148,776.0158221588805,166.09135661371445,166.12293264723195,146.8597615866135
1149,776.0164392258973,166.09135661371445,166.12354971424875,146.8833749996269
1150,776.8977888647797,166.0931027120614,166.12354971424875,146.90554727420565
1151,776.8977888647797,166.20745728173762,166.38442870938675,147.0182356370913
1152,776.9078515147734,166.35005850695637,166.38442870938675,147.04359514845166
1153,778.1322762290174,166.35005850695637,166.39340516940183,147.05257160846674
1154,778.1346393943812,166.5911283928794,166.4844494460624,147.1462749335553
1155,778.1582528073947,166.5911283928794,166.68080269659333,147.21405332075176
1156,778.1606159727585,166.59349155824316,166.70297497117207,147.2368426623473
1157,778.1629791381223,166.59585472360692,166.71256849820395,147.24818228772614
1158,778.1706786227521,166.60355420823677,166.74819479478413,147.2931170624262
1159,778.1724247210991,166.60530030658373,166.74819479478413,147.33035235249642
1160,778.1741708194461,166.60704640493068,166.74819479478413,147.35509479683998
1161,778.4021028411345,166.60879250327764,166.74819479478413,147.37809114283658
1162,778.7953970738603,166.6111556686414,166.81572468047656,147.43267371546938
1163,779.3385525759033,166.61351883400516,166.8442685594437,147.45628712848278
1164,779.6234187061125,166.62990188535048,166.8442685594437,147.4799005414962
1165,779.6334813561061,166.7531776937451,166.8543312094373,147.50526005285656
1166,781.001499193349,166.78826909489774,166.85607730778426,147.52917842578225
1167,781.0109447763258,166.7900151932447,166.8667998661463,147.53990098414428
1168,781.0133079416896,166.79237835860846,166.8674169331631,147.5635143971577
1169,782.0364422288998,166.79474152397222,166.98603777874644,147.58887390851805
1170,783.4692493988265,166.79710468933598,166.98603777874644,147.61340934846055
1171,784.3853014910272,166.79710468933598,167.12765497032638,147.63640569445715
1172,784.9959220471359,166.79885078768294,167.15239741466993,147.65940204045376
1173,785.3413631353134,166.81523383902825,167.1547605800337,147.72975059741503
1174,785.3902369191615,166.83161689037357,167.1553776470505,147.7559436656443
1175,785.7151751286402,166.84799994171888,167.15774081241426,147.78130317700467
1176,785.7151751286402,166.86201982770044,167.15774081241426,147.8034754515834
1177,785.717538294004,166.8643829930642,167.15774081241426,147.8515974630651
1178,786.1850860134548,166.99867199784586,167.18073715841086,147.90421363909334
1179,786.6987646222206,167.00103516320962,167.18135422542767,147.97281609770766
1180,786.6987646222206,167.00103516320962,167.18135422542767,147.9949883722864
1181,787.152834057374,167.01741821455494,167.18135422542767,148.0195238122289
1182,787.6627966014842,167.0197813799187,167.21164420274175,148.0440592521714
1183,788.9264244455142,167.0197813799187,167.21164420274175,148.06623152675013
1184,788.927041512531,167.02793376851588,167.21979659133893,148.075825053782
1185,790.8459207155248,167.03029693387964,167.2274960759688,148.10118456514238
1186,791.3403052153687,167.03091400089644,167.2274960759688,148.12397390673792
1187,791.3420513137157,167.0326600992434,167.23647253598386,148.132950366753
1188,791.3444144790795,167.04317565320434,167.27491490189513,148.14346592071394
1189,791.3467776444434,167.0455388185681,167.29791124789173,148.26607868369885
1190,791.6306793087333,167.04790198393187,167.29791124789173,148.45236730331217
1191,791.640741958727,167.07243742387436,167.32152466090514,148.52378709742953
1192,791.6431051240908,167.07480058923812,167.3238878262689,148.57244439142556
1193,791.6463018463235,167.07716375460188,167.32707506305056,148.57563162820722
1194,791.6486650116873,167.10169919454438,167.32769213006736,148.60016706814972
1195,791.6510281770511,167.11221474850532,167.3390317554462,148.65567166771157
1196,792.3348971647035,167.22879196375462,167.348477338423,148.71160680290768
1197,792.8493093953598,167.2533274036971,167.35084050378677,148.76733493370273
1198,792.8516725607236,167.25569056906087,167.41444433518924,148.7763113937178
1199,793.6857225251838,167.2778628436396,167.41506140220605,148.7999248067312
1200,793.6880856905476,167.28022600900337,167.4174245675698,148.82528431809158
1201,793.6912824127803,167.2907415629643,167.42959774981756,148.8366239434704
1202,795.7043187698875,167.31465993589,167.43134384816452,148.86136638781397
1203,796.4574689869245,167.3385783088157,167.43308994651147,148.88610883215753
1204,796.4606657091572,167.43360031650306,167.43308994651147,148.94266103437045
1205,798.3613508581943,167.43596348186682,167.43370701352828,148.9680205457308
1206,798.3707964411711,167.43770958021378,167.4431525965051,149.022382820106
1207,799.0384013338186,167.46162795313947,167.4911928234843,149.04455509468474
1208,799.0401474321656,167.46337405148643,167.49293892183127,149.09891736905993
1209,799.2136973017435,167.48790949142892,167.49530208719503,149.13701718907888
1210,799.6349214031311,167.51244493137142,167.49591915421183,149.16155262902137
1211,800.2717255497423,167.53698037131392,167.70148894912495,149.2301550876357
1212,800.281788199736,167.5615158112564,167.8482326396003,149.2546905275782
1213,800.2841513650998,167.56387897662017,167.85957226497914,149.26603015295703
1214,800.2865145304636,167.58841441656267,167.88986224229322,149.29056559289953
1215,800.2948310821102,167.75921371092645,167.91324180943136,149.31335493449507
1216,801.0437284502092,167.76911219787058,167.9231402963755,149.3232534214392
1217,801.046091615573,167.77147536323434,167.9615268103849,149.41438657676292
1218,801.0467086825898,167.79364763781308,167.9621438774017,149.43655885134166
1219,801.105879175284,167.81581991239182,167.9627609444185,149.52379109759815
1220,801.1082423406478,167.81818307775558,167.96512410978227,149.57419448994114
1221,801.1088594076647,167.81818307775558,167.98873752279567,149.59698383153668
1222,802.220495914533,167.82054624311934,167.99110068815943,149.62151927147917
1223,802.2228590798968,167.83188586849818,168.00069421519132,149.63111279851105
1224,802.2252222452606,167.84322549387701,168.03913658110258,149.63988225412504
1225,802.3446766477128,167.84558865924078,168.0405872049883,149.82606358929812
1226,802.7658613686947,167.84795182460454,168.0412042720051,149.90740635657102
1227,802.7664784357115,167.84795182460454,168.0412042720051,149.93101976958442
1228,802.7688416010753,167.8503149899683,168.0563844587207,149.97094240064357
1229,803.1022615820615,167.85267815533206,168.0572180155896,149.99547784058606
1230,803.8460158919194,167.85504132069582,168.0578350826064,150.06408029920038
1231,804.2907235537897,167.93863525511034,168.0831207606672,150.08761987891424
1232,804.9154845927063,167.9409984204741,168.2951936347293,150.18402566167862
1233,804.9178477580701,167.94336158583786,168.29755680009305,150.20619793625735
1234,805.3572660841054,167.94572475120162,168.29839035696196,150.23073337619985
1235,805.6314963551615,167.94747084954858,168.33499035317553,150.24145593456188
1236,805.6314963551615,167.94747084954858,168.33499035317553,150.26362820914062
1237,805.6332424535085,167.94921694789554,168.33499035317553,150.28837065348418
1238,805.6349885518555,167.9509630462425,168.3646632634728,150.35810214342865
1239,805.6373517172193,167.95332621160625,168.3652803304896,150.38346165478902
1240,805.8015313047697,167.95568937697,168.3750903473736,150.39480128016785
1241,805.8047280270024,167.95805254233377,168.37654097125932,150.42016079152822
1242,806.1859194699827,167.96041570769754,168.4064127304679,150.44295013312376
1243,806.4937946004816,167.96041570769754,168.4294090764645,150.46594647912036
1244,806.5038572504752,167.9627788730613,168.43947172645812,150.53454893773468
1245,806.844313266683,167.96596610984295,168.46822260982634,150.53691210309844
1246,807.4667250209957,167.9683292752067,168.46822260982634,150.5622716144588
1247,807.4684711193427,167.97905183356875,168.47637499842352,150.57124807447389
1248,807.4708342847065,167.9814149989325,168.47637499842352,150.59578351441638
1249,807.8709903024497,168.03511664404573,168.55175732462953,150.66331340010882
1250,808.3865991448067,168.0604761554061,168.58204730194362,150.68784884005132
1251,808.6354530577346,168.07181578078493,168.5910237619587,150.6966182956653
1252,809.8520734738545,168.08315540616377,168.59979321757268,150.70713384962625
1253,809.8621361238481,168.0936709601247,168.60856267318667,150.7435173559877
1254,809.8721987738418,168.11903047148508,168.63309811312917,150.7680527959302
1255,809.8745619392056,168.1303700968639,168.644437738508,150.79445543680052
1256,809.8745619392056,168.1303700968639,168.644437738508,150.81745178279712
1257,809.8777586614383,168.14170972224275,168.6990203111408,150.87121028401202
1258,810.074561409046,168.15068618225783,168.70799677115588,150.881020300896
1259,810.2670664450546,168.15151025367572,168.7094473950416,150.9283725118607
1260,811.2751509480895,168.15151025367572,168.7324437410382,150.9513688578573
1261,811.2775141134533,168.1604867136908,168.74121319665218,150.96013831347128
1262,811.2792602118003,168.16223281203776,168.76338547123092,150.98405668639697
1263,811.5265845162332,168.16223281203776,168.76421902809983,151.05205156344553
1264,812.1006673844711,168.16305688345565,168.76504309951773,151.0552388002272
1265,812.1030305498349,168.32705273334028,168.87190201917528,151.07977424016968
1266,813.1957100038976,168.4221880027063,168.91182762713055,151.23890227254196
1267,813.4076067400767,168.42455116807005,168.91182762713055,151.26251568555537
1268,814.1418049150792,168.42455116807005,168.91182762713055,151.34324138581147
1269,814.144168080443,168.42455116807005,168.93399990170929,151.39364477815445
1270,814.7789990626983,168.42455116807005,168.9569962477059,151.41725819116786
1271,814.7813622280621,168.42455116807005,168.95935941306965,151.44261770252822
1272,815.3967571613941,168.42455116807005,169.22825928010081,151.5250010310711
1273,816.2773021065153,168.42455116807005,169.22825928010081,151.5479973770677
1274,816.4055879869211,168.42537523948795,169.22825928010081,151.5479973770677
1275,816.4079511522849,168.59782913102146,169.23062244546458,151.60454957928062
1276,816.7829215730337,169.08005145847275,169.24580263218016,151.6436481389219
1277,817.4548782267931,169.08005145847275,169.24580263218016,151.66643748051743
1278,818.2652264780764,169.0817975568197,169.3133325178726,151.72214908448038
1279,818.2752891280701,169.0817975568197,169.31569568323636,151.74750859584074
1280,819.2357400368106,169.0817975568197,169.31631275025316,151.77112200885415
1281,819.2381032021744,169.0817975568197,169.31867591561692,151.7964815202145
1282,819.8765807206224,169.08354365516666,169.31867591561692,151.8203998931402
1283,820.3955956486542,169.08354365516666,169.33535186026185,151.82937635315528
1284,820.9999392368326,169.16139755423802,169.33535186026185,151.88767465371515
1285,820.9999392368326,169.16139755423802,169.34991497996063,151.92523411941053
1286,821.0031359590653,169.16139755423802,169.34991497996063,152.02062655735443
1287,822.4458014326074,169.16139755423802,169.34991497996063,152.04362290335104
1288,822.866730018643,169.2342689302905,169.36684126502317,152.15867443160045
1289,822.8690931840068,169.2342689302905,169.36684126502317,152.21365377299244
1290,822.8791558340005,169.26444986405025,169.37581772503825,152.22242322860643
1291,823.7252585470031,169.26444986405025,169.38715735041708,152.2313996886215
1292,824.7331883268216,169.2661959623972,169.39485683504694,152.29856100880116
1293,824.7349344251686,169.26794206074416,169.40300922364412,152.30671339739834
1294,825.2558643246703,169.27030522610792,169.40362629066092,152.33032681041175
1295,825.2582274900341,169.2961731785084,169.40681352744258,152.33176794884645
1296,825.358112282794,169.2961731785084,169.40743059445938,152.41311071611935
1297,825.359858381141,169.29791927685537,169.74935939868,152.43610706211595
1298,825.513821720192,169.29791927685537,169.75705888330987,152.45910340811255
1299,825.8744340633427,169.29791927685537,169.75767595032667,152.4818927497081
1300,826.8008480591628,169.29791927685537,169.75829301734348,152.59602225102842
1301,826.8025941575098,169.29966537520232,169.8702772764912,152.61819452560715
1302,826.8049573228736,169.29966537520232,169.870894343508,152.67317386699915
1303,827.6366340547872,169.29966537520232,169.87151141052482,152.6959632085947
1304,827.8146202990619,169.29966537520232,169.87212847754162,152.7195766216081
1305,828.3167060757177,169.29966537520232,169.87274554455843,152.74236596320364
1306,828.75853874531,169.30141147354928,169.87449164290538,152.76536230920024
1307,828.8424013189709,169.30141147354928,169.87449164290538,152.81035135480116
1308,828.8447644843347,169.30141147354928,169.87685480826914,152.8331406963967
1309,829.383186382453,169.31597459324806,169.89378109333168,152.85850020775706
1310,829.3857660376689,169.317720691595,169.89636074854755,152.88324265210062
1311,829.3883456928847,169.31855424846393,169.9193665799952,152.90541492667936
1312,829.3900917912317,169.31855424846393,169.92751896859238,152.9721207409539
1313,829.9231991792211,169.31855424846393,169.9560628475595,153.0416452264973
1314,830.012248452948,169.33211862854037,169.9560628475595,153.06381750107604
1315,830.4684993484145,169.33211862854037,169.95842601292327,153.08660684267159
1316,831.0848819585677,169.38986475794843,170.07597036234853,153.110220255685
1317,831.0872451239316,169.39048182496524,170.07658742936533,153.12590033819328
1318,831.6248765932177,169.39048182496524,170.08665007935895,153.17402234967497
1319,831.6272397585815,169.39109889198204,170.0890132447227,153.24437090663625
1320,831.6296029239453,169.39109889198204,170.1193032220368,153.31297336525057
1321,831.6302199909621,169.76951084702696,170.1624102207027,153.3503258265449
1322,831.632583156326,169.76951084702696,170.16477338606646,153.37568533790525
1323,831.6349463216898,169.77012791404377,170.16539045308326,153.44520982344866
1324,831.6373094870536,169.77012791404377,170.1759060070442,153.45397927906265
1325,832.2620705259702,169.77012791404377,170.1759060070442,153.47759269207606
1326,832.264433691334,169.77012791404377,170.20444988601133,153.54794124903734
1327,833.4378850213627,169.77012791404377,170.20444988601133,153.5733007603977
1328,833.9354246685299,169.77012791404377,170.20444988601133,153.5962971063943
1329,834.9062010021919,169.80306670324327,170.23738867521084,153.69722128719133
1330,834.9068180692087,169.8553309092669,170.23800574222764,153.74587858118736
1331,834.9168807192024,170.02826667436798,170.24806839222126,153.77041402112985
1332,835.4016225397442,170.02826667436798,170.37202274110106,153.83993850667326
1333,836.0438984447078,170.02826667436798,170.3941950156798,153.8627278482688
1334,836.4031815558758,170.02826667436798,170.3941950156798,153.8857241942654
1335,837.5052674082791,170.02826667436798,170.3941950156798,153.95607275122669
1336,837.5058844752959,170.08053088039162,170.40378854271168,153.96566627825857
1337,837.5065015423128,170.08053088039162,170.72114214758014,154.02024885089136
1338,837.5088647076766,170.08053088039162,170.72175921459694,154.0430381924869
1339,837.5671729640303,170.19070197462827,170.78006747095066,154.0660345384835
1340,837.5677900310471,170.2429661806519,170.78006747095066,154.13381292567996
1341,839.119425445729,170.37503980668066,170.78904393096573,154.22859538907383
1342,839.9995758942015,170.37503980668066,170.8254274373272,154.23736484468782
1343,840.0013219925485,170.37503980668066,170.85510034762447,154.26036119068442
1344,840.4659513180169,170.37503980668066,170.85510034762447,154.28572070204478
1345,841.3120540310196,170.37503980668066,170.85746351298823,154.31108021340515
1346,842.041530522112,170.37503980668066,170.85808058000504,154.3364397247655
1347,842.0447272443447,170.37503980668066,170.85869764702184,154.4523153244328
1348,842.0547898943383,170.38273929131051,170.9033004036171,154.46365494981163
1349,842.6107691364155,170.38273929131051,170.90566356898086,154.48819038975412
1350,842.6131323017793,170.38273929131051,170.93420744794798,154.5135499011145
1351,843.1125701638971,170.39127233280928,170.93420744794798,154.53829234545805
1352,843.3929742569507,170.39897181743913,170.93420744794798,154.61084117090556
1353,843.8416533336609,170.39897181743913,170.93657061331174,154.63383751690216
1354,844.1616325790333,170.39897181743913,170.93657061331174,154.74971311656944
1355,844.6209086270784,170.45123602346277,170.93657061331174,154.77270946256604
1356,844.6232717924422,170.45123602346277,170.96511449227887,154.79632287557945
1357,845.6444015080966,170.45123602346277,170.96573155929568,154.8216823869398
1358,845.6444015080966,170.45123602346277,170.96573155929568,154.84467873293642
1359,846.0113826789182,170.49187429729213,170.96573155929568,154.90297703349628
1360,846.6495869265596,170.54413850331576,170.97707118467451,154.91431665887512
1361,846.6527836487923,170.54413850331576,171.00499799662484,154.93885209881762
1362,846.955195787199,170.64166463656076,171.0126974812547,155.05236453312114
1363,847.3052471518536,170.64166463656076,171.17091506520313,155.07597794613454
1364,847.3146927348304,170.64936412119062,171.2065413617833,155.09989631906024
1365,847.4890761612772,170.64936412119062,171.2071584288001,155.12443175900273
1366,847.4914393266411,170.64936412119062,171.23077184181352,155.14804517201614
1367,847.6673886177222,170.64936412119062,171.2610618191276,155.17165858502955
1368,848.089356220442,170.64936412119062,171.2610618191276,155.19383085960828
1369,848.7739214381768,170.67898395122225,171.293044814523,155.24624003123546
1370,849.9001976131216,170.67898395122225,171.47649139115785,155.2926159443702
1371,850.2245187555835,170.67898395122225,171.47649139115785,155.31478821894893
1372,850.894729485246,170.67898395122225,171.7797077909645,155.3409812871782
1373,850.8970926506098,170.67898395122225,171.7803248579813,155.38963858117424
1374,851.8646589894782,170.67898395122225,171.7809419249981,155.41181085575298
1375,851.8670221548421,170.67898395122225,171.7815589920149,155.43634629569547
1376,852.512359342952,170.6866834358521,171.79070910053048,155.48674968803846
1377,852.8943970779231,170.6866834358521,171.9576294897409,155.5399829310835
1378,852.896760243287,170.6866834358521,171.9582465567577,155.56534244244386
1379,852.898506341634,170.6866834358521,171.9582465567577,155.57431890245894
1380,852.9008695069978,170.73894764187574,171.9670160123717,155.75355640758914
1381,853.2528073927048,170.73894764187574,172.00264230895186,155.82154179918666
1382,853.5911691840324,170.73894764187574,172.03954558091726,155.83113532621854
1383,853.6012318340261,170.73894764187574,172.0775350428612,155.8564948375789
1384,853.602977932373,170.73894764187574,172.0775350428612,155.92622632752338
1385,854.9657136557183,170.73894764187574,172.0775350428612,155.95096877186694
1386,856.4717569090134,170.79121184789938,172.078152109878,155.97375811346248
1387,857.0073760050593,170.79121184789938,172.078152109878,155.99911762482284
1388,857.0168215880361,170.79121184789938,172.11377840645818,156.06710301642036
1389,857.2044263935634,170.79121184789938,172.1985684827498,156.2378233271772
1390,858.4611272888887,170.79121184789938,172.20031458109676,156.2617417001029
1391,858.9167611173384,170.79121184789938,172.2110371394588,156.31745330406585
1392,858.9193407725543,170.79121184789938,172.2118706963277,156.34137167699154
1393,859.5662491369505,170.8944520604237,172.2421606736418,156.3445589137732
1394,859.8845368814382,170.8944520604237,172.2427777406586,156.3681723267866
1395,860.2582887197965,170.8944520604237,172.2528403906522,156.43769681233002
1396,860.7031581686525,170.94671626644734,172.26290304064582,156.46048615392556
1397,861.2229599393943,170.94671626644734,172.27424266602466,156.4718257793044
1398,861.2253231047581,170.94671626644734,172.27660583138842,156.4963612192469
1399,861.2276862701219,171.03300896488784,172.27660583138842,156.49872438461065
1400,862.0816107779095,171.03300896488784,172.2861993584203,156.5092399385716
1401,862.6817033092505,171.03300896488784,172.32772429157646,156.53459944993196
1402,863.0164362547706,171.08701926925843,172.32772429157646,156.55934189427552
1403,863.0258818377474,171.0887653676054,172.3354237762063,156.5832602672012
1404,863.0276279360944,171.09051146595235,172.33716987455327,156.60625661319781
1405,863.0299911014582,171.25832083751615,172.36132652128393,156.63215935827543
1406,863.2888381237667,171.3105850435398,172.46818544094148,156.65515570427203
1407,864.5455611515263,171.31233114188674,172.46818544094148,156.67732797885077
1408,864.9592221847554,171.36634144625734,172.5030393388081,156.68806002266382
1409,865.4741764688217,171.3680875446043,172.51201579882317,156.7420255282798
1410,865.9454931130313,171.42035175062793,172.51263286583998,156.75254108224075
1411,866.6084857334835,171.42035175062793,172.6132116041405,156.89346056289065
1412,866.6108488988473,171.42035175062793,172.6132116041405,156.91882007425102
1413,866.6108488988473,171.45791419321944,172.6132116041405,157.03150843713667
1414,867.5033354693295,171.45791419321944,172.61466222802622,157.05595540701898
1415,867.8121227644733,171.45791419321944,172.62297877967288,157.10407741850068
1416,867.8281365080578,171.45791419321944,172.63815896638846,157.14308750808178
1417,869.136223399377,171.45791419321944,172.63815896638846,157.21343606504306
1418,869.4591536961708,171.45791419321944,172.64052213175222,157.28378462200433
1419,869.4597707631876,171.45791419321944,172.64113919876903,157.30657396359987
1420,869.8327491996456,171.45791419321944,172.64113919876903,157.3287462381786
1421,870.8521355795766,171.45791419321944,172.6435023641328,157.4100890054515
1422,872.2107312435616,171.45791419321944,172.6441194311496,157.434624445394
1423,872.2130944089254,171.45791419321944,172.65371295818147,157.44513999935495
1424,872.2154575742892,171.45791419321944,172.65433002519828,157.4679293409505
1425,872.5538193656168,171.45791419321944,172.66392355223016,157.47752286798237
1426,872.5638820156105,171.5788268362503,172.67224010387682,157.50205830792487
1427,873.0003180560627,171.69973947928116,172.67369072776253,157.55246170026786
1428,873.4988810004263,171.70148557762812,172.72173095474176,157.57638007319355
1429,873.6868683142205,171.75374978365176,172.72234802175856,157.5991694147891
1430,874.2074652650793,171.75374978365176,172.76960025053302,157.62452892614945
1431,874.9740684044328,171.82877648979672,172.83079105468295,157.64814233916286
1432,874.9764315697967,171.82877648979672,172.83976751469802,157.6586578931238
1433,874.9778821936824,171.88104069582036,172.84121813858374,157.72664328472132
1434,875.9615328786663,171.88187425268927,172.84183520560055,157.75201228153273
1435,875.9638960440301,171.89693726818075,172.91734386196484,157.7916107369667
1436,875.9733416270069,172.243222007607,172.9250433465947,157.90686926961718
1437,875.9741751838758,172.243222007607,172.9250433465947,157.92987510106482
1438,875.9765383492396,172.243222007607,172.9681503452606,157.95441054100732
1439,875.9789015146034,172.243222007607,172.9926857852031,157.97894598094982
1440,875.9812646799672,172.243222007607,173.02122966417022,158.00430549231018
1441,876.8110752563008,172.4583409714096,173.02122966417022,158.08179457796808
1442,877.3179146859918,172.4583409714096,173.02359282953398,158.10715408932845
1443,878.9423571721828,172.4583409714096,173.0250434534197,158.1307769877929
1444,879.4568262043261,172.4583409714096,173.0256605204365,158.15356632938844
1445,879.4568262043261,172.4583409714096,173.0256605204365,158.17573860396718
1446,880.1651261652195,172.4583409714096,173.2448150497635,158.28752527268958
1447,880.1683228874522,172.4583409714096,173.38291149908238,158.31206071263207
1448,880.2678653687115,172.51060517743323,173.3835285660992,158.3806631712464
1449,880.2702285340753,172.51060517743323,173.38589173146295,158.4620059385193
1450,881.0656277387945,172.5123512757802,173.38589173146295,158.48417821309803
1451,881.8079125432795,172.5123512757802,173.38672528833186,158.5095377244584
1452,882.8727674725558,172.5123512757802,173.38734235534866,158.53232706605394
1453,883.7419972554524,172.5123512757802,173.38970552071243,158.60185155159735
1454,883.7443604208162,172.5123512757802,173.38970552071243,158.74478993951647
1455,884.211267685793,172.56461548180383,173.39032258772923,158.78264229660348
1456,884.5421080115633,172.61687968782746,173.42495999574373,158.817279704618
1457,884.5444711769271,172.61687968782746,173.4339364557588,158.82861932999683
1458,885.1270609242346,172.61687968782746,173.46248033472594,158.85315476993932
1459,885.1294240895984,172.7435840718946,173.47207386175782,158.90948344091908
1460,885.1311701879454,172.74533017024154,173.54742321457516,158.91122953926603
1461,885.8387136036257,172.7470762685885,173.54916931292212,158.93514791219172
